col,thresh,full,average,final
contact_pred_rolling_56,0.4,0.780387999859462,0.8192931285258123,0.7967374516752658
contact_pred_rolling_58,0.4,0.7802926710590916,0.8185307891259167,0.7959981593582276
contact_pred_rolling_62,0.4,0.7809799406863128,0.8176590428304021,0.7951546426051197
contact_pred_rolling_60,0.4,0.7798949773420628,0.8176590428304021,0.7951546426051197
contact_pred_rolling_60,0.37142857142857144,0.7810457324539146,0.817573009706417,0.7950473022951979
contact_pred_rolling_64,0.37142857142857144,0.7801992988913707,0.8168513256395273,0.7943494542941014
contact_pred_rolling_58,0.37142857142857144,0.7805962732365553,0.8167759785708109,0.7942758769495025
contact_pred_rolling_62,0.37142857142857144,0.7803295299143649,0.8167009326560225,0.794202590702357
contact_pred_rolling_70,0.34285714285714286,0.7787772987136925,0.8167213970196929,0.7941964648159888
contact_pred_rolling_66,0.34285714285714286,0.7775878653316732,0.8163339913016721,0.7938245955137735
contact_pred_rolling_72,0.34285714285714286,0.7780995433929115,0.81624953324867,0.7937371831764077
contact_pred_rolling_64,0.4,0.7813785149576817,0.8160918555882226,0.7936362467097401
contact_pred_rolling_66,0.37142857142857144,0.7782802811583385,0.8160536700842218,0.7935774179634257
contact_pred_rolling_68,0.37142857142857144,0.7790037961657046,0.8159118636554156,0.7934409038470408
contact_pred_rolling_70,0.4,0.7767529007257644,0.8158072178919766,0.7933611459093731
contact_pred_rolling_68,0.4,0.7808062224442669,0.8156747131104692,0.793233573482429
contact_pred_rolling_64,0.34285714285714286,0.7768001726969935,0.8156957997256,0.7932062169208567
contact_pred_rolling_66,0.4,0.7810087816335802,0.8153515002478501,0.7929192129965835
contact_pred_rolling_68,0.34285714285714286,0.7794428325739038,0.8150694518025087,0.7925982340320431
contact_pred_rolling_74,0.34285714285714286,0.7787481696938839,0.814933581260817,0.7924603968744386
contact_pred_rolling_62,0.34285714285714286,0.7759780392871939,0.8148533076129499,0.7923891624435057
contact_pred_rolling_70,0.37142857142857144,0.7791185772845544,0.8147385857295332,0.792301066239342
contact_pred_rolling_72,0.4,0.7779418615322437,0.8144108808003523,0.79200935583923
contact_pred_rolling_56,0.37142857142857144,0.779183829927885,0.8141621555281424,0.7917450851614471
contact_pred_rolling_72,0.37142857142857144,0.7794191155853655,0.8141577593147339,0.7917377947391583
contact_pred_rolling_56,0.34285714285714286,0.7780664621553405,0.8134152754073095,0.7909978200226264
contact_pred_rolling_60,0.34285714285714286,0.7760086256730782,0.8132245082295952,0.7908111857201376
contact_pred_rolling_74,0.37142857142857144,0.777853129133714,0.8130705665913979,0.790684983971898
contact_pred_rolling_58,0.34285714285714286,0.7782664989033451,0.8129315025137873,0.79052811684815
contact_pred_rolling_72,0.3142857142857143,0.7746935089759738,0.8106343240677287,0.7882690313910905
contact_pred_rolling_74,0.4,0.7787590014104433,0.8102517430767002,0.7879806558221334
contact_pred_rolling_70,0.3142857142857143,0.7737457009395221,0.8092762762919601,0.7869531523490089
contact_pred_rolling_74,0.3142857142857143,0.7730305414508616,0.8090460907102005,0.7867287251896234
contact_pred_rolling_68,0.3142857142857143,0.7725008241869001,0.8084488633554622,0.7861518974839766
contact_pred_rolling_56,0.3142857142857143,0.7734461357579463,0.8083978574572597,0.7861065530914861
contact_pred_rolling_62,0.3142857142857143,0.7739428540604185,0.8082829071943592,0.7859968262333982
contact_pred_rolling_60,0.3142857142857143,0.7735928370684503,0.8080671798499164,0.7857881948673593
contact_pred_rolling_58,0.3142857142857143,0.773753010735721,0.8079340580815703,0.785659092504059
contact_pred_rolling_56,0.2857142857142857,0.770816574388212,0.8076522715917989,0.7853542846043742
contact_pred_rolling_66,0.3142857142857143,0.7746005317925304,0.8074897575367397,0.7852229263936694
contact_pred_rolling_64,0.3142857142857143,0.7731135731645777,0.8064248390823809,0.784194862304149
contact_pred_rolling_58,0.2857142857142857,0.7690551061210293,0.8053392174500944,0.7831166411989706
contact_pred_rolling_60,0.2857142857142857,0.7698017340610341,0.8034230891713062,0.7812602001940467
contact_pred_rolling_64,0.2857142857142857,0.7681568892793762,0.8023482766318153,0.7802146979424649
contact_pred_rolling_66,0.2857142857142857,0.7682697070586618,0.8021334420087953,0.780006974412028
contact_pred_rolling_62,0.2857142857142857,0.7700549231080576,0.8015257372229828,0.7794201139613287
contact_pred_rolling_70,0.2857142857142857,0.7682176827639461,0.8010395570125276,0.778942319704852
contact_pred_rolling_68,0.2857142857142857,0.7690162484317381,0.8008410014502546,0.778752913713506
contact_pred_rolling_74,0.2857142857142857,0.7657048807834195,0.8006865007998192,0.7785980125632367
contact_pred_rolling_72,0.2857142857142857,0.7666449581890521,0.8000423230658029,0.7779751827448861
contact_pred_rolling_56,0.2571428571428572,0.760008439492407,0.7959579246545943,0.7739971895889783
contact_pred_rolling_58,0.2571428571428572,0.7616952737625066,0.7955400419513644,0.7735872554768384
contact_pred_rolling_60,0.2571428571428572,0.7638628545520214,0.7945399747043781,0.7726193676123446
contact_pred_rolling_62,0.2571428571428572,0.7639823110139994,0.7943016078366567,0.7723881937433216
contact_pred_rolling_66,0.2571428571428572,0.7619520130876014,0.7942064751918981,0.7722932543800216
