col,thresh,full,average,distance,final
contact_pred_rolling_24,0.76,0.6672530580892095,0.6923843265004994,1.0,0.7346982314649498
contact_pred_rolling_24,0.76,0.6672530580892095,0.6923843265004994,1.0,0.7346982314649498
contact_pred_rolling_24,0.76,0.6672530580892095,0.6923843265004994,1.0,0.7346982314649498
contact_pred_rolling_24,0.76,0.6672530580892095,0.6923843265004994,1.0,0.7346982314649498
contact_pred_rolling_24,0.76,0.6672530580892095,0.6923843265004994,1.0,0.7346982314649498
contact_pred_rolling_23,0.76,0.6659746804672756,0.691826076980594,1.0,0.7345448216947679
contact_pred_rolling_23,0.76,0.6659746804672756,0.691826076980594,1.0,0.7345448216947679
contact_pred_rolling_23,0.76,0.6659746804672756,0.691826076980594,1.0,0.7345448216947679
contact_pred_rolling_23,0.76,0.6659746804672756,0.691826076980594,1.0,0.7345448216947679
contact_pred_rolling_23,0.76,0.6659746804672756,0.691826076980594,1.0,0.7345448216947679
contact_pred_rolling_24,0.72,0.6604734577281182,0.6870288853693656,1.0,0.7344462563242561
contact_pred_rolling_24,0.72,0.6604734577281182,0.6870288853693656,1.0,0.7344462563242561
contact_pred_rolling_24,0.72,0.6604734577281182,0.6870288853693656,1.0,0.7344462563242561
contact_pred_rolling_24,0.72,0.6604734577281182,0.6870288853693656,1.0,0.7344462563242561
contact_pred_rolling_24,0.72,0.6604734577281182,0.6870288853693656,1.0,0.7344462563242561
contact_pred_rolling_21,0.76,0.6646083366039589,0.690696471476104,1.0,0.7342239729581926
contact_pred_rolling_21,0.76,0.6646083366039589,0.690696471476104,1.0,0.7342239729581926
contact_pred_rolling_21,0.76,0.6646083366039589,0.690696471476104,1.0,0.7342239729581926
contact_pred_rolling_21,0.76,0.6646083366039589,0.690696471476104,1.0,0.7342239729581926
contact_pred_rolling_21,0.76,0.6646083366039589,0.690696471476104,1.0,0.7342239729581926
contact_pred_rolling_22,0.76,0.6659621840454327,0.690787850328207,1.0,0.7339829119942018
contact_pred_rolling_22,0.76,0.6659621840454327,0.690787850328207,1.0,0.7339829119942018
contact_pred_rolling_22,0.76,0.6659621840454327,0.690787850328207,1.0,0.7339829119942018
contact_pred_rolling_22,0.76,0.6659621840454327,0.690787850328207,1.0,0.7339829119942018
contact_pred_rolling_22,0.76,0.6659621840454327,0.690787850328207,1.0,0.7339829119942018
contact_pred_rolling_23,0.72,0.6593301335643562,0.6862307111818777,1.0,0.7339379241261873
contact_pred_rolling_23,0.72,0.6593301335643562,0.6862307111818777,1.0,0.7339379241261873
contact_pred_rolling_23,0.72,0.6593301335643562,0.6862307111818777,1.0,0.7339379241261873
contact_pred_rolling_23,0.72,0.6593301335643562,0.6862307111818777,1.0,0.7339379241261873
contact_pred_rolling_23,0.72,0.6593301335643562,0.6862307111818777,1.0,0.7339379241261873
contact_pred_rolling_21,0.72,0.6586298907885755,0.6855889843272238,1.0,0.7336416134782252
contact_pred_rolling_21,0.72,0.6586298907885755,0.6855889843272238,1.0,0.7336416134782252
contact_pred_rolling_21,0.72,0.6586298907885755,0.6855889843272238,1.0,0.7336416134782252
contact_pred_rolling_21,0.72,0.6586298907885755,0.6855889843272238,1.0,0.7336416134782252
contact_pred_rolling_21,0.72,0.6586298907885755,0.6855889843272238,1.0,0.7336416134782252
contact_pred_rolling_19,0.76,0.6638826324527968,0.6893456317872826,1.0,0.7336404475310628
contact_pred_rolling_19,0.76,0.6638826324527968,0.6893456317872826,1.0,0.7336404475310628
contact_pred_rolling_19,0.76,0.6638826324527968,0.6893456317872826,1.0,0.7336404475310628
contact_pred_rolling_19,0.76,0.6638826324527968,0.6893456317872826,1.0,0.7336404475310628
contact_pred_rolling_19,0.76,0.6638826324527968,0.6893456317872826,1.0,0.7336404475310628
contact_pred_rolling_22,0.72,0.6590854395681318,0.6854501813733583,1.0,0.733510415341096
contact_pred_rolling_22,0.72,0.6590854395681318,0.6854501813733583,1.0,0.733510415341096
contact_pred_rolling_22,0.72,0.6590854395681318,0.6854501813733583,1.0,0.733510415341096
contact_pred_rolling_22,0.72,0.6590854395681318,0.6854501813733583,1.0,0.733510415341096
contact_pred_rolling_22,0.72,0.6590854395681318,0.6854501813733583,1.0,0.733510415341096
contact_pred_rolling_20,0.76,0.6642605862353558,0.6894115389720002,1.0,0.7334195794807314
contact_pred_rolling_20,0.76,0.6642605862353558,0.6894115389720002,1.0,0.7334195794807314
contact_pred_rolling_20,0.76,0.6642605862353558,0.6894115389720002,1.0,0.7334195794807314
contact_pred_rolling_20,0.76,0.6642605862353558,0.6894115389720002,1.0,0.7334195794807314
contact_pred_rolling_20,0.76,0.6642605862353558,0.6894115389720002,1.0,0.7334195794807314
contact_pred_rolling_16,0.76,0.6617768084459711,0.6881439154960173,1.0,0.7332379905015908
contact_pred_rolling_16,0.76,0.6617768084459711,0.6881439154960173,1.0,0.7332379905015908
contact_pred_rolling_16,0.76,0.6617768084459711,0.6881439154960173,1.0,0.7332379905015908
contact_pred_rolling_16,0.76,0.6617768084459711,0.6881439154960173,1.0,0.7332379905015908
contact_pred_rolling_16,0.76,0.6617768084459711,0.6881439154960173,1.0,0.7332379905015908
contact_pred_rolling_17,0.76,0.6621567928108119,0.6878675238144057,1.0,0.7328170357906006
contact_pred_rolling_17,0.76,0.6621567928108119,0.6878675238144057,1.0,0.7328170357906006
contact_pred_rolling_17,0.76,0.6621567928108119,0.6878675238144057,1.0,0.7328170357906006
contact_pred_rolling_17,0.76,0.6621567928108119,0.6878675238144057,1.0,0.7328170357906006
contact_pred_rolling_17,0.76,0.6621567928108119,0.6878675238144057,1.0,0.7328170357906006
contact_pred_rolling_15,0.76,0.660254211537116,0.6872463525899648,1.0,0.7327740959125132
contact_pred_rolling_15,0.76,0.660254211537116,0.6872463525899648,1.0,0.7327740959125132
contact_pred_rolling_15,0.76,0.660254211537116,0.6872463525899648,1.0,0.7327740959125132
contact_pred_rolling_15,0.76,0.660254211537116,0.6872463525899648,1.0,0.7327740959125132
