col,thresh,full,average,distance,final
contact_pred_rolling_18,0.7,0.6786232525110476,0.68933290475879,1.0,0.7320520158351094
contact_pred_rolling_18,0.7,0.6786232525110476,0.68933290475879,1.0,0.7320520158351094
contact_pred_rolling_18,0.7,0.6786232525110476,0.68933290475879,1.0,0.7320520158351094
contact_pred_rolling_18,0.7,0.6786232525110476,0.68933290475879,1.0,0.7320520158351094
contact_pred_rolling_18,0.7,0.6786232525110476,0.68933290475879,1.0,0.7320520158351094
contact_pred_rolling_24,0.7,0.6818581899924807,0.6899233732929917,1.0,0.7315570773929099
contact_pred_rolling_24,0.7,0.6818581899924807,0.6899233732929917,1.0,0.7315570773929099
contact_pred_rolling_24,0.7,0.6818581899924807,0.6899233732929917,1.0,0.7315570773929099
contact_pred_rolling_24,0.7,0.6818581899924807,0.6899233732929917,1.0,0.7315570773929099
contact_pred_rolling_24,0.7,0.6818581899924807,0.6899233732929917,1.0,0.7315570773929099
contact_pred_rolling_21,0.7,0.6807465127780543,0.6893080243102192,1.0,0.7315555901896428
contact_pred_rolling_21,0.7,0.6807465127780543,0.6893080243102192,1.0,0.7315555901896428
contact_pred_rolling_21,0.7,0.6807465127780543,0.6893080243102192,1.0,0.7315555901896428
contact_pred_rolling_21,0.7,0.6807465127780543,0.6893080243102192,1.0,0.7315555901896428
contact_pred_rolling_21,0.7,0.6807465127780543,0.6893080243102192,1.0,0.7315555901896428
contact_pred_rolling_15,0.7,0.6752431768414482,0.6865992196986513,1.0,0.7305264395442685
contact_pred_rolling_15,0.7,0.6752431768414482,0.6865992196986513,1.0,0.7305264395442685
contact_pred_rolling_15,0.7,0.6752431768414482,0.6865992196986513,1.0,0.7305264395442685
contact_pred_rolling_15,0.7,0.6752431768414482,0.6865992196986513,1.0,0.7305264395442685
contact_pred_rolling_15,0.7,0.6752431768414482,0.6865992196986513,1.0,0.7305264395442685
contact_pred_rolling_27,0.7,0.682657927255949,0.6892682336341984,1.0,0.7304235500803362
contact_pred_rolling_27,0.7,0.682657927255949,0.6892682336341984,1.0,0.7304235500803362
contact_pred_rolling_27,0.7,0.682657927255949,0.6892682336341984,1.0,0.7304235500803362
contact_pred_rolling_27,0.7,0.682657927255949,0.6892682336341984,1.0,0.7304235500803362
contact_pred_rolling_27,0.7,0.682657927255949,0.6892682336341984,1.0,0.7304235500803362
contact_pred_rolling_12,0.7,0.6725872001136831,0.6854671028184883,1.0,0.7301900881057747
contact_pred_rolling_12,0.7,0.6725872001136831,0.6854671028184883,1.0,0.7301900881057747
contact_pred_rolling_12,0.7,0.6725872001136831,0.6854671028184883,1.0,0.7301900881057747
contact_pred_rolling_12,0.7,0.6725872001136831,0.6854671028184883,1.0,0.7301900881057747
contact_pred_rolling_12,0.7,0.6725872001136831,0.6854671028184883,1.0,0.7301900881057747
contact_pred_rolling_9,0.7,0.6686444329957548,0.6835305328340018,1.0,0.7291719212590095
contact_pred_rolling_9,0.7,0.6686444329957548,0.6835305328340018,1.0,0.7291719212590095
contact_pred_rolling_9,0.7,0.6686444329957548,0.6835305328340018,1.0,0.7291719212590095
contact_pred_rolling_9,0.7,0.6686444329957548,0.6835305328340018,1.0,0.7291719212590095
contact_pred_rolling_9,0.7,0.6686444329957548,0.6835305328340018,1.0,0.7291719212590095
contact_pred_rolling_30,0.7,0.6819416526812089,0.6885187702298845,1.0,0.7291501545455977
contact_pred_rolling_30,0.7,0.6819416526812089,0.6885187702298845,1.0,0.7291501545455977
contact_pred_rolling_30,0.7,0.6819416526812089,0.6885187702298845,1.0,0.7291501545455977
contact_pred_rolling_30,0.7,0.6819416526812089,0.6885187702298845,1.0,0.7291501545455977
contact_pred_rolling_30,0.7,0.6819416526812089,0.6885187702298845,1.0,0.7291501545455977
